OBJECTID,ISO_2_CODE,ISO_3_CODE,ADM0_NAME,date_epicrv,NewCase,CumCase,NewDeath,CumDeath,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
7610,LV,LVA,Latvia,2020-03-09T00:00:00.000Z,3,6,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7611,LV,LVA,Latvia,2020-03-10T00:00:00.000Z,2,8,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7612,LV,LVA,Latvia,2020-03-11T00:00:00.000Z,2,10,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7613,LV,LVA,Latvia,2020-03-12T00:00:00.000Z,6,16,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7614,LV,LVA,Latvia,2020-03-13T00:00:00.000Z,3,19,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7615,LV,LVA,Latvia,2020-03-14T00:00:00.000Z,0,19,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7616,LV,LVA,Latvia,2020-03-15T00:00:00.000Z,12,31,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7617,LV,LVA,Latvia,2020-03-16T00:00:00.000Z,5,36,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7618,LV,LVA,Latvia,2020-03-17T00:00:00.000Z,24,60,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7619,LV,LVA,Latvia,2020-03-18T00:00:00.000Z,11,71,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7620,LV,LVA,Latvia,2020-03-19T00:00:00.000Z,15,86,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7621,LV,LVA,Latvia,2020-03-20T00:00:00.000Z,25,111,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7622,LV,LVA,Latvia,2020-03-21T00:00:00.000Z,13,124,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7623,LV,LVA,Latvia,2020-03-22T00:00:00.000Z,0,124,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7624,LV,LVA,Latvia,2020-03-23T00:00:00.000Z,15,139,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7625,LV,LVA,Latvia,2020-03-24T00:00:00.000Z,41,180,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7626,LV,LVA,Latvia,2020-03-25T00:00:00.000Z,17,197,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7627,LV,LVA,Latvia,2020-03-26T00:00:00.000Z,24,221,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7628,LV,LVA,Latvia,2020-03-27T00:00:00.000Z,23,244,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7629,LV,LVA,Latvia,2020-03-28T00:00:00.000Z,36,280,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7630,LV,LVA,Latvia,2020-03-29T00:00:00.000Z,25,305,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7631,LV,LVA,Latvia,2020-03-30T00:00:00.000Z,71,376,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7632,LV,LVA,Latvia,2020-03-31T00:00:00.000Z,0,376,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7633,LV,LVA,Latvia,2020-04-01T00:00:00.000Z,22,398,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7634,LV,LVA,Latvia,2020-04-02T00:00:00.000Z,48,446,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7635,LV,LVA,Latvia,2020-04-03T00:00:00.000Z,12,458,0,0,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7636,LV,LVA,Latvia,2020-04-04T00:00:00.000Z,35,493,1,1,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7637,LV,LVA,Latvia,2020-04-05T00:00:00.000Z,16,509,0,1,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7638,LV,LVA,Latvia,2020-04-06T00:00:00.000Z,24,533,0,1,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7639,LV,LVA,Latvia,2020-04-07T00:00:00.000Z,9,542,0,1,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7640,LV,LVA,Latvia,2020-04-08T00:00:00.000Z,6,548,1,2,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7641,LV,LVA,Latvia,2020-04-09T00:00:00.000Z,29,577,0,2,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7642,LV,LVA,Latvia,2020-04-10T00:00:00.000Z,12,589,0,2,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7643,LV,LVA,Latvia,2020-04-11T00:00:00.000Z,23,612,0,2,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7644,LV,LVA,Latvia,2020-04-12T00:00:00.000Z,18,630,1,3,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7645,LV,LVA,Latvia,2020-04-13T00:00:00.000Z,21,651,2,5,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7646,LV,LVA,Latvia,2020-04-14T00:00:00.000Z,4,655,0,5,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7647,LV,LVA,Latvia,2020-04-15T00:00:00.000Z,2,657,0,5,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7648,LV,LVA,Latvia,2020-04-16T00:00:00.000Z,9,666,0,5,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7649,LV,LVA,Latvia,2020-04-17T00:00:00.000Z,9,675,0,5,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7650,LV,LVA,Latvia,2020-04-18T00:00:00.000Z,7,682,0,5,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7651,LV,LVA,Latvia,2020-04-19T00:00:00.000Z,30,712,0,5,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7652,LV,LVA,Latvia,2020-04-20T00:00:00.000Z,15,727,0,5,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7653,LV,LVA,Latvia,2020-04-21T00:00:00.000Z,12,739,0,5,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7654,LV,LVA,Latvia,2020-04-22T00:00:00.000Z,9,748,4,9,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7655,LV,LVA,Latvia,2020-04-23T00:00:00.000Z,13,761,2,11,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7656,LV,LVA,Latvia,2020-04-24T00:00:00.000Z,17,778,0,11,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7657,LV,LVA,Latvia,2020-04-25T00:00:00.000Z,6,784,1,12,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7658,LV,LVA,Latvia,2020-04-26T00:00:00.000Z,20,804,0,12,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7659,LV,LVA,Latvia,2020-04-27T00:00:00.000Z,8,812,0,12,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7660,LV,LVA,Latvia,2020-04-28T00:00:00.000Z,6,818,1,13,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7661,LV,LVA,Latvia,2020-04-29T00:00:00.000Z,18,836,0,13,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7662,LV,LVA,Latvia,2020-04-30T00:00:00.000Z,13,849,2,15,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7663,LV,LVA,Latvia,2020-05-01T00:00:00.000Z,9,858,0,15,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7664,LV,LVA,Latvia,2020-05-02T00:00:00.000Z,12,870,1,16,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7665,LV,LVA,Latvia,2020-05-03T00:00:00.000Z,1,871,0,16,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7666,LV,LVA,Latvia,2020-05-04T00:00:00.000Z,8,879,0,16,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7667,LV,LVA,Latvia,2020-05-05T00:00:00.000Z,17,896,0,16,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7668,LV,LVA,Latvia,2020-05-06T00:00:00.000Z,0,896,1,17,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7669,LV,LVA,Latvia,2020-05-07T00:00:00.000Z,4,900,0,17,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7670,LV,LVA,Latvia,2020-05-08T00:00:00.000Z,9,909,1,18,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7671,LV,LVA,Latvia,2020-05-09T00:00:00.000Z,19,928,0,18,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7672,LV,LVA,Latvia,2020-05-10T00:00:00.000Z,2,930,0,18,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7673,LV,LVA,Latvia,2020-05-11T00:00:00.000Z,9,939,0,18,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7674,LV,LVA,Latvia,2020-05-12T00:00:00.000Z,0,939,0,18,拉脱维亚,Lettonie,Letonia,Латвия,لاتفيا
7675,LB,LBN,Lebanon,2020-02-21T00:00:00.000Z,1,1,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7676,LB,LBN,Lebanon,2020-02-22T00:00:00.000Z,0,1,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7677,LB,LBN,Lebanon,2020-02-23T00:00:00.000Z,0,1,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7678,LB,LBN,Lebanon,2020-02-24T00:00:00.000Z,0,1,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7679,LB,LBN,Lebanon,2020-02-25T00:00:00.000Z,0,1,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7680,LB,LBN,Lebanon,2020-02-26T00:00:00.000Z,1,2,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7681,LB,LBN,Lebanon,2020-02-27T00:00:00.000Z,1,3,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7682,LB,LBN,Lebanon,2020-02-28T00:00:00.000Z,1,4,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7683,LB,LBN,Lebanon,2020-02-29T00:00:00.000Z,3,7,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7684,LB,LBN,Lebanon,2020-03-01T00:00:00.000Z,3,10,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7685,LB,LBN,Lebanon,2020-03-02T00:00:00.000Z,3,13,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7686,LB,LBN,Lebanon,2020-03-03T00:00:00.000Z,0,13,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7687,LB,LBN,Lebanon,2020-03-04T00:00:00.000Z,0,13,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7688,LB,LBN,Lebanon,2020-03-05T00:00:00.000Z,3,16,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7689,LB,LBN,Lebanon,2020-03-06T00:00:00.000Z,6,22,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7690,LB,LBN,Lebanon,2020-03-07T00:00:00.000Z,0,22,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7691,LB,LBN,Lebanon,2020-03-08T00:00:00.000Z,10,32,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7692,LB,LBN,Lebanon,2020-03-09T00:00:00.000Z,0,32,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7693,LB,LBN,Lebanon,2020-03-10T00:00:00.000Z,0,32,0,0,黎巴嫩,Liban,Líbano,Ливан,لبنان
7694,LB,LBN,Lebanon,2020-03-11T00:00:00.000Z,29,61,1,1,黎巴嫩,Liban,Líbano,Ливан,لبنان
7695,LB,LBN,Lebanon,2020-03-12T00:00:00.000Z,5,66,2,3,黎巴嫩,Liban,Líbano,Ливан,لبنان
7696,LB,LBN,Lebanon,2020-03-13T00:00:00.000Z,0,66,0,3,黎巴嫩,Liban,Líbano,Ливан,لبنان
7697,LB,LBN,Lebanon,2020-03-14T00:00:00.000Z,27,93,0,3,黎巴嫩,Liban,Líbano,Ливан,لبنان
7698,LB,LBN,Lebanon,2020-03-15T00:00:00.000Z,6,99,0,3,黎巴嫩,Liban,Líbano,Ливан,لبنان
7699,LB,LBN,Lebanon,2020-03-16T00:00:00.000Z,0,99,0,3,黎巴嫩,Liban,Líbano,Ливан,لبنان
7700,LB,LBN,Lebanon,2020-03-17T00:00:00.000Z,21,120,0,3,黎巴嫩,Liban,Líbano,Ливан,لبنان
7701,LB,LBN,Lebanon,2020-03-18T00:00:00.000Z,0,120,1,4,黎巴嫩,Liban,Líbano,Ливан,لبنان
7702,LB,LBN,Lebanon,2020-03-19T00:00:00.000Z,29,149,0,4,黎巴嫩,Liban,Líbano,Ливан,لبنان
7703,LB,LBN,Lebanon,2020-03-20T00:00:00.000Z,14,163,0,4,黎巴嫩,Liban,Líbano,Ливан,لبنان
7704,LB,LBN,Lebanon,2020-03-21T00:00:00.000Z,43,206,0,4,黎巴嫩,Liban,Líbano,Ливан,لبنان
7705,LB,LBN,Lebanon,2020-03-22T00:00:00.000Z,42,248,0,4,黎巴嫩,Liban,Líbano,Ливан,لبنان
7706,LB,LBN,Lebanon,2020-03-23T00:00:00.000Z,19,267,0,4,黎巴嫩,Liban,Líbano,Ливан,لبنان
7707,LB,LBN,Lebanon,2020-03-24T00:00:00.000Z,37,304,0,4,黎巴嫩,Liban,Líbano,Ливан,لبنان
7708,LB,LBN,Lebanon,2020-03-25T00:00:00.000Z,29,333,0,4,黎巴嫩,Liban,Líbano,Ливан,لبنان
7709,LB,LBN,Lebanon,2020-03-26T00:00:00.000Z,35,368,2,6,黎巴嫩,Liban,Líbano,Ливан,لبنان
7710,LB,LBN,Lebanon,2020-03-27T00:00:00.000Z,23,391,1,7,黎巴嫩,Liban,Líbano,Ливан,لبنان
7711,LB,LBN,Lebanon,2020-03-28T00:00:00.000Z,21,412,1,8,黎巴嫩,Liban,Líbano,Ливан,لبنان
7712,LB,LBN,Lebanon,2020-03-29T00:00:00.000Z,26,438,2,10,黎巴嫩,Liban,Líbano,Ливан,لبنان
7713,LB,LBN,Lebanon,2020-03-30T00:00:00.000Z,8,446,1,11,黎巴嫩,Liban,Líbano,Ливан,لبنان
7714,LB,LBN,Lebanon,2020-03-31T00:00:00.000Z,17,463,1,12,黎巴嫩,Liban,Líbano,Ливан,لبنان
7715,LB,LBN,Lebanon,2020-04-01T00:00:00.000Z,16,479,0,12,黎巴嫩,Liban,Líbano,Ливан,لبنان
7716,LB,LBN,Lebanon,2020-04-02T00:00:00.000Z,15,494,4,16,黎巴嫩,Liban,Líbano,Ливан,لبنان
7717,LB,LBN,Lebanon,2020-04-03T00:00:00.000Z,14,508,1,17,黎巴嫩,Liban,Líbano,Ливан,لبنان
7718,LB,LBN,Lebanon,2020-04-04T00:00:00.000Z,12,520,0,17,黎巴嫩,Liban,Líbano,Ливан,لبنان
7719,LB,LBN,Lebanon,2020-04-05T00:00:00.000Z,7,527,1,18,黎巴嫩,Liban,Líbano,Ливан,لبنان
7720,LB,LBN,Lebanon,2020-04-06T00:00:00.000Z,14,541,1,19,黎巴嫩,Liban,Líbano,Ливан,لبنان
7721,LB,LBN,Lebanon,2020-04-07T00:00:00.000Z,7,548,0,19,黎巴嫩,Liban,Líbano,Ливан,لبنان
7722,LB,LBN,Lebanon,2020-04-08T00:00:00.000Z,27,575,0,19,黎巴嫩,Liban,Líbano,Ливан,لبنان
7723,LB,LBN,Lebanon,2020-04-09T00:00:00.000Z,7,582,0,19,黎巴嫩,Liban,Líbano,Ливан,لبنان
7724,LB,LBN,Lebanon,2020-04-10T00:00:00.000Z,27,609,1,20,黎巴嫩,Liban,Líbano,Ливан,لبنان
7725,LB,LBN,Lebanon,2020-04-11T00:00:00.000Z,10,619,0,20,黎巴嫩,Liban,Líbano,Ливан,لبنان
7726,LB,LBN,Lebanon,2020-04-12T00:00:00.000Z,11,630,0,20,黎巴嫩,Liban,Líbano,Ливан,لبنان
7727,LB,LBN,Lebanon,2020-04-13T00:00:00.000Z,2,632,0,20,黎巴嫩,Liban,Líbano,Ливан,لبنان
7728,LB,LBN,Lebanon,2020-04-14T00:00:00.000Z,9,641,1,21,黎巴嫩,Liban,Líbano,Ливан,لبنان
7729,LB,LBN,Lebanon,2020-04-15T00:00:00.000Z,17,658,0,21,黎巴嫩,Liban,Líbano,Ливан,لبنان
7730,LB,LBN,Lebanon,2020-04-16T00:00:00.000Z,5,663,0,21,黎巴嫩,Liban,Líbano,Ливан,لبنان
7731,LB,LBN,Lebanon,2020-04-17T00:00:00.000Z,5,668,0,21,黎巴嫩,Liban,Líbano,Ливан,لبنان
7732,LB,LBN,Lebanon,2020-04-18T00:00:00.000Z,4,672,0,21,黎巴嫩,Liban,Líbano,Ливан,لبنان
7733,LB,LBN,Lebanon,2020-04-19T00:00:00.000Z,1,673,0,21,黎巴嫩,Liban,Líbano,Ливан,لبنان
7734,LB,LBN,Lebanon,2020-04-20T00:00:00.000Z,4,677,0,21,黎巴嫩,Liban,Líbano,Ливан,لبنان
7735,LB,LBN,Lebanon,2020-04-21T00:00:00.000Z,0,677,0,21,黎巴嫩,Liban,Líbano,Ливан,لبنان
7736,LB,LBN,Lebanon,2020-04-22T00:00:00.000Z,5,682,1,22,黎巴嫩,Liban,Líbano,Ливан,لبنان
7737,LB,LBN,Lebanon,2020-04-23T00:00:00.000Z,6,688,0,22,黎巴嫩,Liban,Líbano,Ливан,لبنان
7738,LB,LBN,Lebanon,2020-04-24T00:00:00.000Z,8,696,0,22,黎巴嫩,Liban,Líbano,Ливан,لبنان
7739,LB,LBN,Lebanon,2020-04-25T00:00:00.000Z,8,704,2,24,黎巴嫩,Liban,Líbano,Ливан,لبنان
7740,LB,LBN,Lebanon,2020-04-26T00:00:00.000Z,3,707,0,24,黎巴嫩,Liban,Líbano,Ливан,لبنان
7741,LB,LBN,Lebanon,2020-04-27T00:00:00.000Z,3,710,0,24,黎巴嫩,Liban,Líbano,Ливан,لبنان
7742,LB,LBN,Lebanon,2020-04-28T00:00:00.000Z,7,717,0,24,黎巴嫩,Liban,Líbano,Ливан,لبنان
7743,LB,LBN,Lebanon,2020-04-29T00:00:00.000Z,4,721,0,24,黎巴嫩,Liban,Líbano,Ливан,لبنان
7744,LB,LBN,Lebanon,2020-04-30T00:00:00.000Z,4,725,0,24,黎巴嫩,Liban,Líbano,Ливан,لبنان
7745,LB,LBN,Lebanon,2020-05-01T00:00:00.000Z,4,729,0,24,黎巴嫩,Liban,Líbano,Ливан,لبنان
7746,LB,LBN,Lebanon,2020-05-02T00:00:00.000Z,4,733,1,25,黎巴嫩,Liban,Líbano,Ливан,لبنان
7747,LB,LBN,Lebanon,2020-05-03T00:00:00.000Z,4,737,0,25,黎巴嫩,Liban,Líbano,Ливан,لبنان
7748,LB,LBN,Lebanon,2020-05-04T00:00:00.000Z,3,740,0,25,黎巴嫩,Liban,Líbano,Ливан,لبنان
7749,LB,LBN,Lebanon,2020-05-05T00:00:00.000Z,1,741,0,25,黎巴嫩,Liban,Líbano,Ливан,لبنان
7750,LB,LBN,Lebanon,2020-05-06T00:00:00.000Z,9,750,0,25,黎巴嫩,Liban,Líbano,Ливан,لبنان
7751,LB,LBN,Lebanon,2020-05-07T00:00:00.000Z,34,784,0,25,黎巴嫩,Liban,Líbano,Ливан,لبنان
7752,LB,LBN,Lebanon,2020-05-08T00:00:00.000Z,12,796,1,26,黎巴嫩,Liban,Líbano,Ливан,لبنان
7753,LB,LBN,Lebanon,2020-05-09T00:00:00.000Z,13,809,0,26,黎巴嫩,Liban,Líbano,Ливан,لبنان
7754,LB,LBN,Lebanon,2020-05-10T00:00:00.000Z,36,845,0,26,黎巴嫩,Liban,Líbano,Ливан,لبنان
7755,LB,LBN,Lebanon,2020-05-11T00:00:00.000Z,14,859,0,26,黎巴嫩,Liban,Líbano,Ливан,لبنان
7756,LB,LBN,Lebanon,2020-05-12T00:00:00.000Z,0,859,0,26,黎巴嫩,Liban,Líbano,Ливан,لبنان
7757,LR,LBR,Liberia,2020-03-17T00:00:00.000Z,1,1,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7758,LR,LBR,Liberia,2020-03-18T00:00:00.000Z,1,2,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7759,LR,LBR,Liberia,2020-03-19T00:00:00.000Z,0,2,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7760,LR,LBR,Liberia,2020-03-20T00:00:00.000Z,0,2,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7761,LR,LBR,Liberia,2020-03-21T00:00:00.000Z,1,3,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7762,LR,LBR,Liberia,2020-03-22T00:00:00.000Z,0,3,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7763,LR,LBR,Liberia,2020-03-23T00:00:00.000Z,0,3,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7764,LR,LBR,Liberia,2020-03-24T00:00:00.000Z,0,3,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7765,LR,LBR,Liberia,2020-03-25T00:00:00.000Z,0,3,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7766,LR,LBR,Liberia,2020-03-26T00:00:00.000Z,0,3,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7767,LR,LBR,Liberia,2020-03-27T00:00:00.000Z,0,3,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7768,LR,LBR,Liberia,2020-03-28T00:00:00.000Z,0,3,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7769,LR,LBR,Liberia,2020-03-29T00:00:00.000Z,0,3,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7770,LR,LBR,Liberia,2020-03-30T00:00:00.000Z,0,3,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7771,LR,LBR,Liberia,2020-03-31T00:00:00.000Z,0,3,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7772,LR,LBR,Liberia,2020-04-01T00:00:00.000Z,3,6,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7773,LR,LBR,Liberia,2020-04-02T00:00:00.000Z,0,6,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7774,LR,LBR,Liberia,2020-04-03T00:00:00.000Z,0,6,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7775,LR,LBR,Liberia,2020-04-04T00:00:00.000Z,1,7,0,0,利比里亚,Libéria,Liberia,Либерия,ليبريا
7776,LR,LBR,Liberia,2020-04-05T00:00:00.000Z,3,10,1,1,利比里亚,Libéria,Liberia,Либерия,ليبريا
7777,LR,LBR,Liberia,2020-04-06T00:00:00.000Z,3,13,2,3,利比里亚,Libéria,Liberia,Либерия,ليبريا
7778,LR,LBR,Liberia,2020-04-07T00:00:00.000Z,1,14,0,3,利比里亚,Libéria,Liberia,Либерия,ليبريا
7779,LR,LBR,Liberia,2020-04-08T00:00:00.000Z,0,14,0,3,利比里亚,Libéria,Liberia,Либерия,ليبريا
7780,LR,LBR,Liberia,2020-04-09T00:00:00.000Z,17,31,1,4,利比里亚,Libéria,Liberia,Либерия,ليبريا
7781,LR,LBR,Liberia,2020-04-10T00:00:00.000Z,0,31,0,4,利比里亚,Libéria,Liberia,Либерия,ليبريا
7782,LR,LBR,Liberia,2020-04-11T00:00:00.000Z,6,37,1,5,利比里亚,Libéria,Liberia,Либерия,ليبريا
7783,LR,LBR,Liberia,2020-04-12T00:00:00.000Z,11,48,0,5,利比里亚,Libéria,Liberia,Либерия,ليبريا
7784,LR,LBR,Liberia,2020-04-13T00:00:00.000Z,2,50,0,5,利比里亚,Libéria,Liberia,Либерия,ليبريا
7785,LR,LBR,Liberia,2020-04-14T00:00:00.000Z,1,51,1,6,利比里亚,Libéria,Liberia,Либерия,ليبريا
7786,LR,LBR,Liberia,2020-04-15T00:00:00.000Z,8,59,0,6,利比里亚,Libéria,Liberia,Либерия,ليبريا
7787,LR,LBR,Liberia,2020-04-16T00:00:00.000Z,0,59,0,6,利比里亚,Libéria,Liberia,Либерия,ليبريا
7788,LR,LBR,Liberia,2020-04-17T00:00:00.000Z,14,73,0,6,利比里亚,Libéria,Liberia,Либерия,ليبريا
7789,LR,LBR,Liberia,2020-04-18T00:00:00.000Z,3,76,1,7,利比里亚,Libéria,Liberia,Либерия,ليبريا
7790,LR,LBR,Liberia,2020-04-19T00:00:00.000Z,5,81,0,7,利比里亚,Libéria,Liberia,Либерия,ليبريا
7791,LR,LBR,Liberia,2020-04-20T00:00:00.000Z,10,91,1,8,利比里亚,Libéria,Liberia,Либерия,ليبريا
7792,LR,LBR,Liberia,2020-04-21T00:00:00.000Z,8,99,0,8,利比里亚,Libéria,Liberia,Либерия,ليبريا
7793,LR,LBR,Liberia,2020-04-22T00:00:00.000Z,2,101,0,8,利比里亚,Libéria,Liberia,Либерия,ليبريا
7794,LR,LBR,Liberia,2020-04-23T00:00:00.000Z,0,101,0,8,利比里亚,Libéria,Liberia,Либерия,ليبريا
7795,LR,LBR,Liberia,2020-04-24T00:00:00.000Z,0,101,0,8,利比里亚,Libéria,Liberia,Либерия,ليبريا
7796,LR,LBR,Liberia,2020-04-25T00:00:00.000Z,16,117,0,8,利比里亚,Libéria,Liberia,Либерия,ليبريا
7797,LR,LBR,Liberia,2020-04-26T00:00:00.000Z,3,120,3,11,利比里亚,Libéria,Liberia,Либерия,ليبريا
7798,LR,LBR,Liberia,2020-04-27T00:00:00.000Z,4,124,1,12,利比里亚,Libéria,Liberia,Либерия,ليبريا
7799,LR,LBR,Liberia,2020-04-28T00:00:00.000Z,9,133,4,16,利比里亚,Libéria,Liberia,Либерия,ليبريا
7800,LR,LBR,Liberia,2020-04-29T00:00:00.000Z,8,141,0,16,利比里亚,Libéria,Liberia,Либерия,ليبريا
7801,LR,LBR,Liberia,2020-04-30T00:00:00.000Z,0,141,0,16,利比里亚,Libéria,Liberia,Либерия,ليبريا
7802,LR,LBR,Liberia,2020-05-01T00:00:00.000Z,0,141,0,16,利比里亚,Libéria,Liberia,Либерия,ليبريا
7803,LR,LBR,Liberia,2020-05-02T00:00:00.000Z,11,152,2,18,利比里亚,Libéria,Liberia,Либерия,ليبريا
7804,LR,LBR,Liberia,2020-05-03T00:00:00.000Z,2,154,0,18,利比里亚,Libéria,Liberia,Либерия,ليبريا
7805,LR,LBR,Liberia,2020-05-04T00:00:00.000Z,4,158,0,18,利比里亚,Libéria,Liberia,Либерия,ليبريا
7806,LR,LBR,Liberia,2020-05-05T00:00:00.000Z,8,166,0,18,利比里亚,Libéria,Liberia,Либерия,ليبريا
7807,LR,LBR,Liberia,2020-05-06T00:00:00.000Z,4,170,2,20,利比里亚,Libéria,Liberia,Либерия,ليبريا
7808,LR,LBR,Liberia,2020-05-07T00:00:00.000Z,8,178,0,20,利比里亚,Libéria,Liberia,Либерия,ليبريا
7809,LR,LBR,Liberia,2020-05-08T00:00:00.000Z,11,189,0,20,利比里亚,Libéria,Liberia,Либерия,ليبريا
7810,LR,LBR,Liberia,2020-05-09T00:00:00.000Z,10,199,0,20,利比里亚,Libéria,Liberia,Либерия,ليبريا
7811,LR,LBR,Liberia,2020-05-10T00:00:00.000Z,0,199,0,20,利比里亚,Libéria,Liberia,Либерия,ليبريا
